id,hotel_cluster
56686,64 5 58 2 22
56687,1 56 70 98 45
56688,46 64 82 85 62
56689,46 63 62 61 36
56690,71 0 1 26 41
56691,46 64 82 25 2
56692,82 64 62 46 65
56693,91 48 42 41 47
56694,91 48 41 42 18
56695,92 90 9 91 68
56696,91 48 41 42 1
56697,1 45 98 41 56
56698,1 45 41 56 70
56699,46 5 64 82 29
56700,46 12 82 64 57
56701,5 78 25 22 8
56702,91 48 41 95 18
56703,91 48 41 42 70
56704,80 92 9 2 68
56705,0 26 41 96 71
56706,64 5 58 2 46
56707,70 91 56 98 48
56708,91 48 42 41 47
56709,41 91 48 55 70
56710,64 5 11 25 82
56711,63 64 46 26 97
56712,64 82 25 5 29
56713,1 45 41 56 70
56714,91 48 41 42 18
56715,46 64 62 97 63
56716,1 41 98 45 56
56717,91 48 41 42 47
56718,64 82 5 46 58
56719,91 48 41 42 70
56720,91 48 41 42 28
56721,91 48 41 70 83
56722,91 48 72 18 41
56723,62 36 85 63 61
56724,5 62 82 30 78
56725,91 48 41 18 42
56726,5 78 25 62 22
56727,91 48 42 18 41
56728,64 46 63 97 58
56729,62 61 59 46 82
56730,91 55 48 95 16
56731,41 48 91 21 83
56732,12 57 61 81 64
56733,64 5 46 2 25
56734,46 64 62 97 63
56735,64 5 2 58 25
56736,62 82 46 36 61
56737,91 48 41 83 42
56738,91 48 72 18 41
56739,91 55 48 41 95
56740,91 48 41 42 70
56741,91 48 41 42 18
56742,90 9 59 2 68
56743,91 48 42 41 47
56744,91 48 41 42 70
56745,64 82 46 5 29
56746,59 90 9 2 68
56747,91 48 41 18 42
56748,65 26 36 64 66
56749,64 25 5 58 2
56750,91 48 41 42 70
56751,64 5 22 58 46
56752,91 48 41 70 56
56753,46 64 62 36 97
56754,91 48 18 72 42
56755,91 48 41 42 18
56756,91 48 28 42 18
56757,82 25 5 59 30
56758,82 46 62 59 85
56759,65 62 30 64 66
56760,91 48 41 42 28
56761,91 48 41 95 18
56762,91 48 41 98 56
56763,64 5 25 82 58
56764,41 91 48 70 56
56765,91 48 41 42 18
56766,46 82 62 36 12
56767,91 48 42 18 16
56768,91 48 42 41 47
56769,91 48 42 41 18
56770,91 48 41 42 70
56771,65 64 52 66 46
56772,64 5 25 22 58
56773,41 1 56 0 91
56774,64 82 5 58 29
56775,65 52 66 87 26
56776,1 45 0 26 97
56777,91 48 18 41 42
56778,1 45 41 70 91
56779,91 48 42 41 18
56780,1 45 98 41 56
56781,64 82 46 25 2
56782,5 25 78 82 64
56783,91 48 41 42 70
56784,43 82 5 81 64
56785,5 59 78 30 25
56786,91 48 41 42 70
56787,1 70 41 98 56
56788,91 48 41 42 70
56789,91 48 41 42 98
56790,64 5 22 25 2
56791,65 64 52 66 46
56792,91 41 48 83 42
56793,91 48 28 18 41
56794,1 45 56 98 41
56795,1 45 41 56 70
56796,91 48 42 18 41
56797,64 58 46 82 20
56798,91 48 41 42 70
56799,64 5 46 82 29
56800,63 62 46 36 78
56801,65 52 87 66 26
56802,64 25 5 22 2
56803,64 46 26 63 92
56804,65 52 66 87 26
56805,62 30 36 78 64
56806,91 48 41 42 70
56807,91 48 42 41 47
56808,46 36 62 63 85
56809,46 36 62 63 61
56810,36 62 63 85 30
56811,46 64 82 25 2
56812,64 5 2 25 58
56813,1 41 56 98 45
56814,59 9 2 95 68
56815,91 48 41 42 70
56816,91 48 41 42 18
56817,91 48 41 42 70
56818,64 46 82 58 20
56819,92 80 59 68 58
56820,1 41 45 56 70
56821,91 48 41 95 18
56822,0 26 34 96 91
56823,25 64 2 46 82
56824,91 48 41 95 18
56825,91 48 42 41 50
56826,82 62 46 59 85
56827,64 65 62 36 66
56828,64 82 2 46 58
56829,1 45 56 41 70
56830,91 48 42 41 47
56831,64 25 5 2 22
56832,91 48 72 18 28
56833,91 48 41 42 83
56834,64 82 5 2 46
56835,91 48 42 41 47
56836,65 52 66 87 44
56837,1 41 45 98 91
56838,1 70 24 98 45
56839,64 46 82 25 2
56840,64 46 5 62 82
56841,64 5 58 82 29
56842,65 64 25 2 5
56843,91 48 41 95 18
56844,8 64 82 5 58
56845,91 48 41 33 95
56846,65 52 66 87 26
56847,46 12 82 64 57
56848,91 48 42 18 41
56849,90 91 98 92 59
56850,62 36 85 61 57
56851,91 48 18 41 42
56852,91 48 41 42 18
56853,64 2 5 58 25
56854,91 48 41 42 70
56855,46 82 64 12 62
56856,91 48 42 41 72
56857,91 48 28 72 18
56858,91 48 41 55 95
56859,64 5 25 2 58
56860,63 46 64 62 58
56861,91 55 48 41 95
56862,1 41 45 56 91
56863,64 46 2 25 82
56864,91 55 48 41 95
56865,91 48 41 42 83
56866,91 41 48 33 83
56867,46 36 62 63 81
56868,91 48 41 42 70
56869,91 48 41 42 70
56870,65 52 87 66 64
56871,91 48 41 42 18
56872,1 45 98 41 56
56873,91 48 41 70 95
56874,91 48 18 42 41
56875,64 46 26 0 62
56876,91 48 41 55 18
56877,82 5 58 30 62
56878,91 48 41 95 18
56879,30 5 82 62 78
56880,91 48 83 42 72
56881,1 41 56 71 91
56882,59 68 2 9 91
56883,64 82 46 5 29
56884,46 82 64 62 61
56885,64 5 22 25 2
56886,91 48 41 42 70
56887,91 48 18 41 42
56888,65 87 66 52 62
56889,91 48 41 42 70
56890,91 48 41 42 70
56891,1 41 45 98 56
56892,91 48 41 42 28
56893,91 48 41 95 18
56894,65 66 62 26 52
56895,1 45 41 56 98
56896,91 48 41 18 42
56897,91 48 41 42 70
56898,91 48 41 42 18
56899,64 25 5 58 2
56900,91 48 41 42 70
56901,64 29 5 82 2
56902,91 48 41 95 18
56903,0 26 41 71 96
56904,5 78 25 59 82
56905,65 52 66 87 26
56906,91 41 48 70 50
56907,1 41 98 45 91
56908,91 48 18 72 42
56909,1 45 41 56 70
56910,64 5 25 58 2
56911,91 48 41 42 18
56912,91 48 41 42 98
56913,46 61 62 64 82
56914,65 52 87 66 26
56915,1 45 41 56 91
56916,25 64 82 5 58
56917,46 64 82 62 97
56918,64 46 25 2 82
56919,91 48 41 18 42
56920,5 59 25 82 78
56921,62 36 85 63 61
56922,64 25 5 22 2
56923,65 66 52 87 31
56924,1 41 45 56 70
56925,1 45 41 98 56
56926,5 25 78 82 64
56927,46 64 62 97 63
56928,64 82 5 46 29
56929,2 22 64 25 5
56930,91 48 41 42 98
56931,62 46 81 64 61
56932,91 48 41 42 72
56933,64 5 2 25 46
56934,62 81 61 63 36
56935,91 48 42 41 47
56936,91 48 71 42 41
56937,12 46 61 57 62
56938,91 71 48 77 28
56939,65 64 2 5 25
56940,91 48 41 72 42
56941,46 62 63 61 85
56942,91 48 42 41 47
56943,91 48 41 95 33
56944,91 48 41 42 18
56945,91 48 42 18 41
56946,91 48 42 41 71
56947,0 26 41 96 34
56948,82 64 46 62 30
56949,5 25 58 82 78
56950,91 48 41 95 18
56951,5 46 64 82 62
56952,64 82 46 25 2
56953,91 48 41 95 18
56954,91 55 48 41 95
56955,65 62 30 78 52
56956,64 29 5 82 58
56957,91 48 42 41 47
56958,46 64 62 97 36
56959,91 48 42 18 72
56960,46 36 62 63 85
56961,65 52 87 66 26
56962,1 45 41 98 56
56963,1 41 48 91 56
56964,91 48 41 70 98
56965,5 25 22 82 78
56966,17 62 29 57 81
56967,71 0 1 26 41
56968,91 48 42 41 47
56969,64 5 22 25 2
56970,85 46 82 62 57
56971,91 48 41 42 18
56972,91 48 41 42 70
56973,91 48 41 18 42
56974,91 48 41 33 4
56975,91 90 9 95 2
56976,5 25 64 78 82
56977,46 64 82 25 2
56978,1 45 41 56 70
56979,30 5 82 62 78
56980,46 64 62 36 97
56981,1 91 4 41 45
56982,64 58 2 5 25
56983,1 45 91 95 55
56984,91 48 41 50 70
56985,91 48 41 42 28
56986,1 45 98 48 41
56987,64 46 82 5 29
56988,57 12 81 60 85
56989,65 64 52 66 46
56990,91 48 41 42 18
56991,91 48 42 41 98
56992,91 48 42 41 71
56993,91 41 48 95 33
56994,91 48 42 41 18
56995,62 46 85 81 78
56996,65 66 52 87 26
56997,65 64 52 66 46
56998,30 62 82 5 78
56999,65 52 66 64 46
57000,65 52 66 87 26
57001,5 59 25 64 30
57002,82 64 46 62 30
57003,65 52 66 87 26
57004,64 5 25 22 2
57005,91 48 41 42 70
57006,91 48 42 28 41
57007,46 64 62 97 63
57008,91 48 41 42 70
57009,65 52 87 66 26
57010,62 12 82 57 61
57011,91 48 41 42 18
57012,64 5 25 58 2
57013,91 48 41 42 70
57014,59 5 30 62 78
57015,5 59 30 25 82
57016,91 48 41 70 55
57017,91 48 41 72 42
57018,91 48 42 18 95
57019,1 45 41 98 56
57020,91 71 48 42 47
57021,91 48 42 41 47
57022,91 48 42 41 71
57023,1 45 41 56 98
57024,65 64 52 25 87
57025,64 63 61 46 12
57026,48 91 41 21 33
57027,91 48 28 42 18
57028,91 48 41 42 70
57029,91 48 41 42 18
57030,91 48 42 18 41
57031,62 63 81 85 57
57032,65 66 64 52 62
57033,91 48 42 18 41
57034,64 25 82 8 5
57035,64 5 25 22 2
57036,91 48 42 18 16
57037,65 64 52 66 46
57038,64 46 26 63 96
57039,91 48 41 28 4
57040,46 36 62 63 61
57041,1 45 98 41 56
57042,64 46 62 97 36
57043,91 48 41 42 18
57044,30 82 8 5 78
57045,91 48 42 28 18
57046,46 64 62 63 58
57047,91 48 41 50 70
57048,65 52 87 66 26
57049,91 41 48 70 56
57050,91 48 42 41 18
57051,91 48 41 42 70
57052,91 48 41 95 18
57053,62 30 82 5 78
57054,65 52 66 87 26
57055,5 78 62 30 82
57056,64 58 46 82 20
57057,91 48 41 70 98
57058,91 48 95 4 41
57059,91 48 41 42 28
57060,64 82 46 58 67
57061,91 48 41 95 18
57062,91 48 42 18 41
57063,65 64 5 52 22
57064,46 62 64 36 61
57065,65 87 52 66 31
57066,64 46 82 58 20
57067,46 64 62 97 63
57068,82 64 46 62 65
57069,91 48 28 71 42
57070,64 46 26 63 96
57071,9 90 2 68 59
57072,91 48 41 42 18
57073,65 52 66 64 46
57074,46 36 62 63 61
57075,65 64 2 25 22
57076,91 41 48 70 56
57077,91 48 41 42 18
57078,62 63 30 46 36
57079,0 26 41 96 71
57080,91 48 18 28 72
57081,91 48 41 42 70
57082,46 64 82 62 61
57083,46 62 63 85 61
57084,91 48 41 83 42
57085,5 82 62 30 25
57086,64 5 22 25 2
57087,91 48 41 42 70
57088,46 36 62 63 81
57089,91 48 41 42 70
57090,80 92 9 2 68
57091,46 12 62 36 57
57092,1 70 56 98 41
57093,82 25 64 5 43
57094,91 48 41 28 33
57095,91 48 41 95 18
57096,62 36 66 82 46
57097,91 48 41 83 42
57098,65 52 66 87 64
57099,91 48 42 41 50
57100,65 26 64 36 66
57101,91 48 41 18 42
57102,5 30 62 82 78
57103,0 26 34 84 96
57104,5 62 25 78 30
57105,91 48 41 42 70
57106,64 29 36 5 82
57107,91 48 41 42 70
57108,91 48 42 41 47
57109,91 48 42 18 41
57110,91 48 41 83 42
57111,46 62 64 61 30
57112,91 48 42 28 41
57113,92 80 68 9 90
57114,91 48 41 42 70
57115,91 48 41 28 4
57116,91 48 42 16 28
57117,65 66 52 87 31
57118,91 48 41 42 70
57119,5 25 78 82 22
57120,1 45 0 79 26
57121,70 56 98 1 41
57122,91 48 41 42 70
57123,91 48 41 42 70
57124,64 5 46 82 29
57125,1 56 70 98 45
57126,81 62 36 85 30
57127,63 46 85 62 36
57128,1 45 41 56 70
57129,91 48 42 41 47
57130,91 48 41 42 18
57131,65 82 64 30 46
57132,64 2 58 25 22
57133,65 52 64 66 26
57134,64 25 58 5 2
57135,91 48 41 42 83
57136,65 52 66 87 26
57137,91 48 41 42 28
57138,65 52 66 87 26
57139,5 78 62 22 8
57140,91 48 41 42 70
57141,46 64 82 62 61
57142,65 52 66 87 26
57143,1 0 45 26 21
57144,63 62 36 46 64
57145,91 48 18 42 16
57146,91 48 41 42 18
57147,59 90 9 95 2
57148,91 48 41 42 70
57149,64 5 82 25 46
57150,91 48 41 42 28
57151,91 48 55 28 18
57152,65 52 87 66 64
57153,82 5 25 59 30
57154,64 5 25 58 2
57155,1 45 41 56 70
57156,46 82 36 62 61
57157,91 48 41 95 18
57158,64 25 5 58 2
57159,91 48 42 18 41
57160,65 64 52 2 25
57161,5 78 62 22 8
57162,1 45 91 41 48
57163,64 46 25 2 82
57164,62 12 57 61 85
57165,46 36 62 63 61
57166,91 48 41 42 70
57167,46 36 62 63 61
57168,91 48 41 42 70
57169,91 48 41 42 70
57170,64 46 82 5 36
57171,91 48 41 42 70
57172,91 48 41 95 55
57173,59 68 90 2 9
57174,91 28 48 55 95
57175,91 48 41 1 55
57176,5 25 78 22 64
57177,91 48 41 42 70
57178,91 48 41 42 70
57179,62 36 78 30 64
57180,91 48 41 83 42
57181,1 45 56 98 41
57182,91 48 56 21 50
57183,91 48 42 18 41
57184,8 30 82 25 62
57185,46 36 12 62 64
57186,64 2 46 25 29
57187,64 5 46 82 29
57188,91 48 18 28 72
57189,64 82 46 25 2
57190,65 64 52 66 46
57191,65 52 66 87 26
57192,46 82 64 36 12
57193,59 90 68 9 2
57194,5 25 78 82 64
57195,1 71 45 98 79
57196,91 48 41 42 83
57197,91 48 41 55 95
57198,5 62 30 82 78
57199,46 63 64 62 85
57200,91 48 41 42 18
57201,65 52 66 87 26
57202,91 48 41 42 72
57203,91 48 41 42 70
57204,64 25 5 58 2
57205,64 5 22 25 2
57206,91 48 41 42 70
57207,91 48 41 95 18
57208,91 48 83 21 41
57209,1 45 41 98 70
57210,64 25 5 58 2
57211,46 63 64 62 85
57212,65 52 66 87 26
57213,82 43 58 25 5
57214,65 64 52 66 46
57215,63 64 46 58 62
57216,91 48 41 42 18
57217,62 82 36 85 46
57218,64 5 22 25 2
57219,82 58 5 30 62
57220,41 48 91 56 70
57221,70 56 98 48 91
57222,46 82 62 85 59
57223,1 45 91 41 48
57224,91 48 42 79 98
57225,1 45 41 98 56
57226,59 90 95 9 2
57227,63 46 36 64 62
57228,65 64 52 66 46
57229,91 48 41 83 42
57230,64 5 46 82 62
57231,1 48 91 41 18
57232,91 55 48 41 95
57233,65 52 66 87 26
57234,64 5 25 2 58
57235,64 5 22 25 2
57236,1 45 91 41 48
57237,63 46 64 36 61
57238,30 5 82 62 78
57239,1 98 41 56 26
57240,64 5 22 25 2
57241,91 48 41 68 55
57242,65 64 25 52 2
57243,91 48 41 95 18
57244,91 48 41 42 70
57245,46 64 62 97 63
57246,91 48 41 42 98
57247,91 48 42 18 41
57248,65 66 44 62 87
57249,91 48 41 42 18
57250,91 41 48 42 70
57251,82 25 5 58 2
57252,91 48 41 42 70
57253,65 64 52 87 25
57254,1 45 98 41 56
57255,91 48 41 42 70
57256,65 52 66 87 26
57257,62 36 81 63 85
57258,91 41 48 55 70
57259,71 91 0 26 1
57260,65 25 64 22 5
57261,1 45 41 98 56
57262,91 48 41 42 70
57263,64 29 5 82 58
57264,64 5 25 11 46
57265,91 48 42 41 47
57266,91 48 42 41 47
57267,63 46 85 62 36
57268,91 48 41 18 42
57269,65 52 66 87 26
57270,65 52 66 64 62
57271,63 64 46 62 36
57272,65 66 52 64 46
57273,46 64 62 97 63
57274,91 48 42 41 47
57275,64 29 5 82 58
57276,91 48 41 98 1
57277,46 62 82 36 12
57278,91 48 41 18 42
57279,41 48 91 83 33
57280,30 82 58 25 78
57281,46 64 82 62 85
57282,64 82 46 58 2
57283,91 48 41 42 70
57284,91 48 42 41 47
57285,46 62 63 61 36
57286,64 82 29 25 46
57287,91 48 41 42 83
57288,48 41 91 70 42
57289,91 48 41 18 21
57290,91 48 41 42 70
57291,5 25 78 82 64
57292,65 52 66 87 26
57293,91 48 41 83 42
57294,64 82 46 2 25
57295,65 64 87 2 25
57296,91 48 41 42 70
57297,46 82 62 36 57
57298,64 82 25 2 46
57299,82 30 11 64 25
57300,64 5 2 25 46
57301,82 58 64 5 25
57302,5 46 64 82 62
57303,91 48 42 18 72
57304,64 5 25 2 58
57305,25 43 78 5 62
57306,82 64 25 5 78
57307,91 48 42 18 41
57308,91 77 41 70 98
57309,64 5 82 2 29
57310,91 48 41 42 83
57311,26 0 96 64 65
57312,64 5 22 25 2
57313,91 48 41 42 70
57314,91 48 41 55 95
57315,62 46 63 78 58
57316,1 45 41 70 91
57317,91 48 41 42 72
57318,65 62 66 52 26
57319,91 48 41 42 70
57320,91 48 42 18 41
57321,91 48 42 41 47
57322,87 62 81 30 21
57323,5 25 78 82 64
57324,91 48 41 42 28
57325,64 5 22 25 2
57326,25 5 58 82 78
57327,62 63 36 57 85
57328,82 46 62 36 61
57329,91 48 41 42 18
57330,63 46 36 64 61
57331,64 5 58 82 29
57332,65 66 52 87 26
57333,91 48 42 41 18
57334,48 41 91 83 33
57335,46 12 62 57 61
57336,46 5 82 64 29
57337,91 48 42 41 72
57338,82 5 58 30 62
57339,65 52 87 66 26
57340,91 48 42 41 18
57341,5 25 78 82 64
57342,52 87 65 64 66
57343,91 48 41 42 70
57344,91 48 41 42 70
57345,91 48 41 42 83
57346,63 46 36 64 61
57347,81 85 61 46 64
57348,46 64 62 97 63
57349,46 64 62 36 97
57350,91 48 41 42 70
57351,91 41 48 70 83
57352,91 48 41 33 95
57353,91 48 21 1 41
57354,91 48 41 71 72
57355,91 48 41 42 83
57356,68 2 59 9 90
57357,91 41 48 70 56
57358,91 48 41 42 50
57359,1 41 70 91 0
57360,64 22 5 82 11
57361,91 41 48 50 70
57362,91 48 72 18 28
57363,1 45 91 41 48
57364,91 48 42 41 47
57365,65 52 66 87 26
57366,65 62 30 64 66
57367,46 61 62 64 82
57368,41 91 48 70 50
57369,64 82 5 58 29
57370,5 59 78 30 25
57371,1 45 41 56 70
57372,65 52 66 87 26
57373,90 59 2 98 68
57374,82 25 64 43 5
57375,64 46 82 58 5
57376,64 25 58 5 2
57377,85 46 62 82 57
57378,64 46 25 2 82
57379,65 66 52 87 26
57380,62 46 64 63 85
57381,91 48 42 18 41
57382,91 48 42 41 18
57383,91 48 41 42 70
57384,91 48 41 42 28
57385,5 25 78 82 64
57386,64 82 25 5 78
57387,91 48 41 42 70
57388,91 48 42 41 18
57389,92 90 9 91 68
57390,91 48 42 41 47
57391,1 45 41 56 70
57392,91 48 41 42 83
57393,91 48 18 41 42
57394,91 48 18 41 42
57395,65 52 64 66 46
57396,91 48 41 42 70
57397,91 48 41 18 42
57398,91 48 42 16 18
57399,91 48 42 18 41
57400,46 12 62 57 82
57401,91 41 48 83 56
57402,64 46 62 97 58
57403,91 48 41 42 70
57404,63 62 46 36 78
57405,64 5 46 82 29
57406,91 48 41 42 70
57407,5 59 78 30 25
57408,91 48 41 95 18
57409,65 52 66 87 26
57410,1 45 41 56 79
57411,91 48 42 18 95
57412,91 48 41 55 95
57413,91 48 42 41 71
57414,46 64 82 85 62
57415,65 66 52 64 46
57416,63 64 46 58 62
57417,91 48 41 50 70
57418,91 55 48 95 41
57419,91 48 41 42 72
57420,65 87 52 66 26
57421,65 62 30 64 46
57422,26 96 0 84 34
57423,64 5 46 2 25
57424,91 48 41 42 98
57425,64 82 5 62 29
57426,65 52 26 66 87
57427,80 92 9 2 68
57428,30 5 82 78 62
57429,1 41 45 98 56
57430,1 41 91 70 0
57431,91 48 42 18 41
57432,65 64 52 58 82
57433,30 82 5 78 62
57434,64 82 25 5 78
57435,91 55 48 95 41
57436,91 48 41 42 18
57437,91 48 42 41 47
57438,64 5 46 58 82
57439,46 64 82 63 58
57440,91 48 41 42 18
57441,63 62 46 64 85
57442,1 48 41 91 45
57443,64 25 5 58 2
57444,5 82 25 78 30
57445,91 41 48 18 33
57446,91 48 28 42 18
57447,65 52 66 64 46
57448,1 98 56 37 45
57449,91 55 48 41 95
57450,91 48 41 70 95
57451,63 46 64 26 62
57452,65 62 26 30 31
57453,65 64 52 66 46
57454,65 66 52 87 26
57455,5 25 78 22 82
57456,91 48 41 42 70
57457,70 41 56 91 48
57458,91 48 41 42 70
57459,91 48 41 42 28
57460,5 25 78 82 22
57461,91 48 41 42 70
57462,62 36 63 57 81
57463,64 5 46 62 82
57464,65 52 66 87 26
57465,46 62 82 12 36
57466,91 48 41 55 95
57467,46 36 62 63 61
57468,91 48 42 41 18
57469,64 5 46 29 82
57470,64 46 2 25 82
57471,65 87 52 66 26
57472,65 66 52 87 26
57473,64 5 58 2 22
57474,63 46 62 64 61
57475,5 46 62 82 64
57476,91 48 41 95 18
57477,91 48 83 42 72
57478,63 46 64 61 62
57479,64 25 5 22 2
57480,62 64 63 78 46
57481,91 48 41 42 70
57482,65 64 52 66 46
57483,91 48 41 42 70
57484,91 48 41 42 98
57485,91 48 41 42 70
57486,64 82 46 2 25
57487,65 64 2 22 25
57488,91 48 42 18 72
57489,70 91 48 41 98
57490,30 5 82 62 58
57491,64 26 46 65 0
57492,46 64 62 36 97
57493,46 62 36 63 61
57494,91 48 41 18 70
57495,64 5 22 25 2
57496,91 48 41 42 18
57497,63 46 64 36 62
57498,91 21 48 1 41
57499,46 64 62 97 63
57500,64 25 5 22 2
57501,64 58 5 2 25
57502,91 48 41 95 18
57503,62 36 85 81 63
57504,91 55 48 41 95
57505,91 48 42 41 47
57506,65 52 66 87 26
57507,91 48 42 41 18
57508,91 48 41 42 47
57509,46 64 82 62 61
57510,91 48 72 18 41
57511,91 48 41 55 95
57512,65 52 66 87 26
57513,64 82 2 29 5
57514,91 48 41 42 70
57515,62 36 78 26 65
57516,91 48 41 42 18
57517,1 41 56 91 70
57518,64 5 29 82 58
57519,92 90 9 91 68
57520,1 45 98 41 56
57521,91 48 18 72 42
57522,46 36 62 63 61
57523,64 82 5 46 29
57524,91 48 41 42 98
57525,91 48 41 42 18
57526,91 48 41 42 18
57527,91 48 42 18 41
57528,65 52 64 66 46
57529,5 25 58 82 78
57530,5 78 25 62 22
57531,62 36 46 64 81
57532,65 64 25 2 5
57533,65 66 64 46 26
57534,91 48 42 95 18
57535,1 41 45 98 56
57536,82 62 46 85 57
57537,48 91 41 50 70
57538,91 48 41 42 47
57539,64 5 58 2 25
57540,65 52 66 87 26
57541,46 62 36 82 12
57542,91 48 41 42 70
57543,65 64 25 2 5
57544,25 5 78 43 8
57545,91 48 41 98 56
57546,91 48 41 18 42
57547,62 5 30 82 78
57548,1 45 41 56 70
57549,46 82 64 61 62
57550,91 48 41 95 18
57551,91 48 41 70 56
57552,46 5 82 64 29
57553,64 5 25 2 58
57554,65 64 5 52 22
57555,91 48 72 18 28
57556,5 62 30 82 78
57557,63 46 64 62 36
57558,65 52 87 66 26
57559,1 98 41 56 48
57560,91 48 18 28 72
57561,91 48 72 18 28
57562,25 5 58 78 8
57563,64 5 25 2 58
57564,91 48 41 42 83
57565,5 30 62 82 78
57566,65 52 66 87 64
57567,65 64 52 66 46
57568,63 64 46 36 62
57569,64 5 29 82 46
57570,64 82 29 46 25
57571,1 41 0 98 45
57572,91 48 41 95 18
57573,91 48 41 42 70
57574,63 64 46 62 36
57575,65 52 66 87 26
57576,91 48 41 95 18
57577,65 66 52 87 26
57578,91 48 41 55 16
57579,91 48 41 95 18
57580,1 45 41 56 98
57581,91 48 41 95 18
57582,65 64 52 66 46
57583,82 25 64 58 5
57584,91 48 42 41 18
57585,91 41 48 70 50
57586,91 48 42 41 71
57587,91 48 18 28 72
57588,65 52 37 66 87
57589,70 91 48 41 98
57590,91 48 41 42 70
57591,91 48 42 41 18
57592,65 52 66 87 26
57593,91 48 41 42 98
57594,91 48 42 41 47
57595,91 48 41 18 95
57596,91 28 48 55 18
57597,46 36 62 63 61
57598,65 52 66 87 26
57599,65 52 66 87 26
57600,65 52 66 87 26
57601,64 5 2 25 11
57602,91 48 42 41 47
57603,91 48 28 42 72
57604,1 48 41 56 91
57605,91 48 42 18 41
57606,91 48 41 1 42
57607,64 5 25 2 58
57608,65 52 66 87 26
57609,91 48 41 95 18
57610,5 59 25 82 78
57611,64 25 5 22 2
57612,91 48 42 41 47
57613,91 48 41 55 18
57614,91 41 56 98 70
57615,91 48 41 95 18
57616,82 62 30 85 46
57617,1 45 41 98 56
57618,91 48 41 42 70
57619,46 82 64 12 62
57620,64 5 29 82 58
57621,41 48 91 70 98
57622,70 91 4 48 41
57623,64 5 25 58 2
57624,64 82 46 25 2
57625,64 5 22 2 58
57626,46 64 62 97 63
57627,64 82 46 58 2
57628,65 64 36 26 66
57629,65 52 66 87 26
57630,5 30 62 82 78
57631,91 48 41 50 28
57632,91 48 42 41 47
57633,91 48 41 42 98
57634,91 48 42 41 18
57635,91 48 42 41 18
57636,91 48 41 42 70
57637,46 12 64 57 36
57638,5 25 58 82 64
57639,12 57 85 60 81
57640,46 64 82 85 62
57641,91 48 41 28 42
57642,91 48 42 41 18
57643,91 48 41 42 70
57644,65 66 52 87 26
57645,64 5 25 22 2
57646,64 25 5 22 2
57647,66 82 64 46 36
57648,1 45 98 41 56
57649,91 48 41 28 83
57650,91 48 41 55 95
57651,64 5 46 2 25
57652,91 48 41 42 18
57653,65 64 52 66 46
57654,91 48 42 41 47
57655,64 46 26 63 92
57656,92 90 91 9 68
57657,91 48 41 95 21
57658,91 48 42 18 41
57659,62 12 57 61 82
57660,64 46 57 61 97
57661,64 5 58 2 22
57662,91 48 42 18 41
57663,91 48 41 42 70
57664,30 82 5 58 62
57665,63 62 46 36 78
57666,91 48 42 41 47
57667,66 65 52 87 64
57668,65 52 66 87 64
57669,46 64 63 82 58
57670,5 59 25 78 30
57671,82 46 62 57 61
57672,65 52 87 66 26
57673,55 91 41 48 95
57674,91 48 28 95 41
57675,91 48 41 42 98
57676,91 48 18 41 16
57677,91 48 41 42 70
57678,91 41 48 70 83
57679,91 70 48 56 50
57680,91 48 42 41 18
57681,91 48 41 42 70
57682,91 48 41 42 18
57683,91 48 1 41 55
57684,1 41 48 56 91
57685,46 36 62 63 61
57686,91 83 48 42 41
57687,91 28 48 18 42
57688,1 70 98 24 48
57689,63 62 81 85 61
57690,41 48 91 70 68
57691,91 48 42 41 72
57692,91 41 48 83 55
57693,1 41 56 91 70
57694,91 48 41 72 42
57695,91 48 41 72 42
57696,56 1 70 98 41
57697,46 82 57 12 62
57698,91 48 41 42 70
57699,91 48 41 55 18
57700,65 62 52 26 81
57701,36 62 46 81 64
57702,62 12 82 57 61
57703,91 48 41 55 95
57704,65 66 52 87 31
57705,65 52 66 87 26
57706,91 48 41 95 18
57707,64 2 82 46 25
57708,64 5 82 46 29
57709,91 48 42 18 41
57710,91 48 42 41 18
57711,64 5 25 2 58
57712,1 45 91 41 48
57713,91 48 41 42 18
57714,62 46 64 63 85
57715,64 5 25 2 58
57716,91 48 41 42 28
57717,91 48 41 95 18
57718,82 64 46 62 65
57719,64 5 22 58 46
57720,5 82 30 59 62
57721,91 48 41 42 83
57722,1 98 45 41 79
57723,91 48 41 42 98
57724,64 29 5 82 58
57725,91 48 41 21 33
57726,64 46 2 82 25
57727,91 48 42 18 72
57728,91 48 41 42 28
57729,68 2 9 59 91
57730,65 52 66 87 26
57731,64 5 46 25 2
57732,1 56 70 98 41
57733,91 48 42 71 41
57734,46 64 62 97 63
57735,91 48 41 42 70
57736,91 48 41 42 70
57737,64 5 25 2 58
57738,91 48 41 42 18
57739,2 64 5 58 25
57740,91 48 41 42 70
57741,30 82 78 8 5
57742,91 48 42 41 18
57743,91 48 42 41 47
57744,91 48 41 42 70
57745,91 48 41 18 21
57746,91 48 41 42 28
57747,64 5 25 2 46
57748,64 5 82 46 29
57749,65 52 87 66 64
57750,91 48 41 18 95
57751,65 52 66 87 26
57752,91 48 41 42 70
57753,62 46 82 64 5
57754,5 58 64 25 22
57755,91 48 28 42 72
57756,91 48 41 42 18
57757,5 25 78 82 64
57758,63 62 46 78 61
57759,46 63 62 61 36
57760,65 52 64 66 62
57761,64 2 25 46 82
